Price,Beds,Baths,Area (sqft),Lot Size,City
"$2,699,999",4,3.5,"3,426","8,189",Dallas
"$579,000",3,3.5,"2,186",871,Dallas
"$279,900",4,2,"1,356","3,615",Dallas
"$890,000",5,4.5,"3,609","5,358",Dallas
"$475,000",3,2.5,"2,019","7,100",Dallas
"$475,000",5,2,"2,632",0.25,Dallas
"$2,999,000",5,5,"5,316",1.08,Dallas
"$150,000",1,1,678,8.77,Dallas
"$572,000",4,2,"1,832",0.28,Dallas
"$245,000",3,2,"1,048","6,055",Dallas
"$1,695,000",2,3.5,"3,165",0.41,Dallas
"$2,295,000",5,5.5,"4,514",0.37,Dallas
"$890,000",5,4.5,"3,609","5,358",Dallas
"$370,000",3,1,"1,452","7,275",Dallas
"$374,990",2,1.5,947,0.31,Dallas
"$237,500",4,2,"1,800","6,665",Dallas
"$689,000",3,2,"1,644",0.29,Dallas
"$525,000",2,2.5,"2,150","4,312",Dallas
"$4,495,000",4,4.5,"6,209",0.24,Dallas
"$585,000",6,3.5,"3,030",N/A,Dallas
"$231,000",3,1.5,"1,125","7,288",Dallas
"$489,900",3,2.5,"1,997","6,534",Dallas
"$569,900",4,3,"2,470",862,Dallas
"$299,000",4,2,"1,110","7,492",Dallas
"$330,000",3,2,"1,492","7,100",Dallas
"$360,000",2,2.5,"1,230",0.4,Dallas
"$1,899,900",4,3.5+,"4,212",0.61,Dallas
"$675,000",3,2.5,"2,069","3,877",Dallas
"$4,375,000",21,20.5+,"12,257",0.23,Dallas
"$389,000",3,2,"1,556","7,841",Dallas
"$510,000",3,3.5,"2,037","5,489",Dallas
"$2,495,000",4,5.5,"4,957","9,583",Dallas
"$1,850,000",5,5.5+,"4,590","7,536",Dallas
"$535,000",4,2,"2,190","8,538",Dallas
"$345,000",4,2,"1,773","5,783",Dallas
"$370,000",3,1,"1,452","7,275",Dallas
"$650,000",3,3.5,"1,929","2,483",Dallas
"$1,015,000",4,2,"2,510",0.45,Dallas
"$629,900",4,3.5,"2,073",0.23,Dallas
"$650,000",3,3.5,"2,315","1,263",Dallas
"$3,200,000",4,4,"6,279",1.53,Dallas
"$70,000",N/A,N/A,N/A,"5,009",Dallas
"$820,000",3,2.5+,"3,200","5,358",Dallas
"$650,000",2,1,810,"6,011",Dallas
"$410,000",2,2,"1,163",3.54,Dallas
"$599,900",4,2.5,"2,276","8,276",Dallas
"$120,000",2,1,"1,134","8,451",Dallas
"$2,395,000",4,3.5,"2,963","8,276",Dallas
"$184,999",2,1.5,983,4.93,Dallas
"$405,000",3,1.5,"1,734","8,276",Dallas
